## [BeGaze]
## Converted from:	E:\SMI-A\woods002\Participant 1-[8c0e3f91-eaa1-4953-8e86-7161fe265993]\Participant 1-6-recording.idf
## Date:	21.09.2018 09:54:03
## Version:	BeGaze 3.7.59
## IDF Version:	10
## Sample Rate:	120
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	6404
## Reversed:	none
## [Run]
## Subject:	Participant 1 (5)
## Description:	Run6
## [Calibration]
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, DIAMETER, POR, EYEPOSITION, GAZEVECTOR, FRAMECOUNTER
##
Time;Type;Trial;L Dia X [px];L Dia Y [px];L Pupil Diameter [mm];R Dia X [px];R Dia Y [px];R Pupil Diameter [mm];B POR X [px];B POR Y [px];L POR X [px];L POR Y [px];R POR X [px];R POR Y [px];L EPOS X;L EPOS Y;L EPOS Z;R EPOS X;R EPOS Y;R EPOS Z;L GVEC X;L GVEC Y;L GVEC Z;R GVEC X;R GVEC Y;R GVEC Z;Frame;Aux1
679966753;SMP;1;48.4827;39.6181;5.4381;48.5191;39.9169;5.7623;704.6358;382.3130;704.6358;382.3130;704.6358;382.3130;33.4310;2.6927;-26.3576;-31.3514;4.0648;-28.0433;-0.0602;-0.0965;0.9935;-0.0934;-0.0848;0.9920;00:00:00:02;
679975021;SMP;1;48.5685;39.1919;5.4907;48.4950;39.5482;5.7761;676.0194;367.3763;676.0194;367.3763;676.0194;367.3763;33.4314;2.6918;-26.3560;-31.3536;4.0633;-28.0421;-0.0329;-0.0876;0.9956;-0.0713;-0.0681;0.9951;00:00:00:02;
679983282;SMP;1;48.3417;37.9043;5.4330;48.5882;38.4243;5.7684;629.3809;339.8130;629.3809;339.8130;629.3809;339.8130;33.4317;2.6902;-26.3541;-31.3558;4.0602;-28.0400;0.0027;-0.0678;0.9977;-0.0265;-0.0406;0.9988;00:00:00:03;
679991553;SMP;1;48.3369;36.5292;5.4009;48.4688;37.5797;5.7864;580.4702;312.0115;580.4702;312.0115;580.4702;312.0115;33.4307;2.6796;-26.3483;-31.3557;4.0584;-28.0385;0.0385;-0.0456;0.9982;0.0214;-0.0150;0.9997;00:00:00:03;
679999842;SMP;1;48.0793;35.2118;5.4285;48.3368;36.4372;5.7881;538.0665;288.0031;538.0665;288.0031;538.0665;288.0031;33.4296;2.6705;-26.3458;-31.3550;4.0574;-28.0371;0.0711;-0.0281;0.9971;0.0606;0.0084;0.9981;00:00:00:03;
680008088;SMP;1;48.1417;34.3257;5.4624;48.3723;35.5971;5.8291;507.6366;275.0149;507.6366;275.0149;507.6366;275.0149;33.4298;2.6651;-26.3455;-31.3532;4.0588;-28.0374;0.0931;-0.0180;0.9955;0.0897;0.0203;0.9958;00:00:00:03;
680016386;SMP;1;48.1699;34.1512;5.4706;48.5097;35.6777;5.8379;491.0621;272.6155;491.0621;272.6155;491.0621;272.6155;33.4307;2.6622;-26.3461;-31.3512;4.0606;-28.0374;0.1066;-0.0145;0.9942;0.1040;0.0210;0.9944;00:00:00:03;
680024756;SMP;1;48.2021;34.6126;5.4613;48.4939;35.9574;5.8410;498.4535;276.3211;498.4535;276.3211;498.4535;276.3211;33.4324;2.6584;-26.3470;-31.3481;4.0637;-28.0379;0.1042;-0.0158;0.9944;0.0942;0.0161;0.9954;00:00:00:03;
680032959;SMP;1;48.2795;35.2252;5.4826;48.5453;36.7122;5.8145;503.5440;281.3627;503.5440;281.3627;503.5440;281.3627;33.4348;2.6556;-26.3480;-31.3461;4.0644;-28.0360;0.1018;-0.0190;0.9946;0.0882;0.0108;0.9960;00:00:00:04;
680041226;SMP;1;48.2616;35.3451;5.4669;48.4590;36.7989;5.7997;504.4405;283.5031;504.4405;283.5031;504.4405;283.5031;33.4377;2.6518;-26.3489;-31.3445;4.0646;-28.0339;0.1024;-0.0212;0.9945;0.0861;0.0094;0.9962;00:00:00:04;
680049479;SMP;1;48.4665;35.5671;5.4769;48.6870;37.1116;5.8344;507.1113;287.5774;507.1113;287.5774;507.1113;287.5774;33.4408;2.6472;-26.3492;-31.3426;4.0651;-28.0324;0.1024;-0.0245;0.9944;0.0818;0.0059;0.9966;00:00:00:04;
680057738;SMP;1;48.4185;35.8032;5.4326;48.7283;37.3254;5.8298;509.4648;290.2979;509.4648;290.2979;509.4648;290.2979;33.4445;2.6390;-26.3481;-31.3409;4.0652;-28.0308;0.1016;-0.0260;0.9945;0.0787;0.0028;0.9969;00:00:00:04;
680066104;SMP;1;48.5698;35.9564;5.4586;48.7898;37.6073;5.7751;512.6253;293.7520;512.6253;293.7520;512.6253;293.7520;33.4473;2.6286;-26.3457;-31.3400;4.0622;-28.0271;0.1008;-0.0280;0.9945;0.0743;-0.0010;0.9972;00:00:00:04;
680074355;SMP;1;48.5213;36.3430;5.4189;48.8238;38.0472;5.7713;515.4736;298.2846;515.4736;298.2846;515.4736;298.2846;33.4492;2.6167;-26.3418;-31.3381;4.0526;-28.0175;0.0989;-0.0324;0.9946;0.0715;-0.0043;0.9974;00:00:00:04;
680082581;SMP;1;48.5962;36.4311;5.4217;48.9578;38.0597;5.7815;516.1302;299.8995;516.1302;299.8995;516.1302;299.8995;33.4502;2.6056;-26.3376;-31.3379;4.0390;-28.0071;0.0987;-0.0330;0.9946;0.0707;-0.0064;0.9975;00:00:00:05;
680090868;SMP;1;48.6627;36.5810;5.4293;48.9621;38.0017;5.7911;519.2591;302.6200;519.2591;302.6200;519.2591;302.6200;33.4505;2.5942;-26.3332;-31.3388;4.0303;-28.0006;0.0986;-0.0342;0.9945;0.0656;-0.0097;0.9978;00:00:00:05;
680100175;SMP;1;48.7872;36.7886;5.4434;48.9908;38.2264;5.7950;521.9435;306.9337;521.9435;306.9337;521.9435;306.9337;33.4506;2.5822;-26.3283;-31.3401;4.0229;-27.9948;0.0951;-0.0372;0.9948;0.0647;-0.0140;0.9978;00:00:00:05;
680115703;SMP;1;48.8424;37.2124;5.5008;49.1126;38.6112;5.8112;527.9640;312.2683;527.9640;312.2683;527.9640;312.2683;33.4521;2.5782;-26.3268;-31.3415;4.0158;-27.9891;0.0928;-0.0425;0.9948;0.0568;-0.0179;0.9982;00:00:00:06;
680124006;SMP;1;48.8018;37.4863;5.4319;49.1101;38.9310;5.8089;529.1470;313.7177;529.1470;313.7177;529.1470;313.7177;33.4534;2.5706;-26.3234;-31.3433;4.0087;-27.9835;0.0915;-0.0436;0.9949;0.0562;-0.0192;0.9982;00:00:00:06;
680132228;SMP;1;48.9871;37.5706;5.5283;49.1060;38.9544;5.8076;531.7546;318.1662;531.7546;318.1662;531.7546;318.1662;33.4550;2.5658;-26.3218;-31.3452;4.0023;-27.9781;0.0913;-0.0463;0.9947;0.0521;-0.0240;0.9984;00:00:00:06;
680140504;SMP;1;49.0244;37.9551;5.5260;49.2069;39.3431;5.8261;533.3738;321.2633;533.3738;321.2633;533.3738;321.2633;33.4567;2.5622;-26.3209;-31.3473;3.9973;-27.9733;0.0886;-0.0498;0.9948;0.0522;-0.0258;0.9983;00:00:00:06;
680148857;SMP;1;49.2810;37.8025;5.5432;49.4692;39.2073;5.8536;535.3774;324.3224;535.3774;324.3224;535.3774;324.3224;33.4585;2.5587;-26.3200;-31.3495;3.9928;-27.9686;0.0884;-0.0518;0.9947;0.0490;-0.0291;0.9984;00:00:00:06;
680157105;SMP;1;49.1114;38.1583;5.5209;49.1995;39.4978;5.8241;538.4361;328.6936;538.4361;328.6936;538.4361;328.6936;33.4604;2.5547;-26.3188;-31.3518;3.9892;-27.9640;0.0860;-0.0550;0.9948;0.0463;-0.0333;0.9984;00:00:00:07;
680165359;SMP;1;49.2161;38.2897;5.5195;49.4142;39.6807;5.8457;540.8258;330.4985;540.8258;330.4985;540.8258;330.4985;33.4623;2.5505;-26.3172;-31.3540;3.9857;-27.9594;0.0847;-0.0565;0.9948;0.0436;-0.0349;0.9984;00:00:00:07;
680173649;SMP;1;49.1712;38.5013;5.5056;49.4428;39.8872;5.8487;541.8136;332.4511;541.8136;332.4511;541.8136;332.4511;33.4640;2.5463;-26.3154;-31.3564;3.9819;-27.9547;0.0831;-0.0586;0.9948;0.0435;-0.0361;0.9984;00:00:00:07;
680181929;SMP;1;49.2912;38.6791;5.5241;49.4338;39.9511;5.8479;545.8076;336.8870;545.8076;336.8870;545.8076;336.8870;33.4658;2.5416;-26.3131;-31.3587;3.9782;-27.9502;0.0806;-0.0618;0.9948;0.0393;-0.0406;0.9984;00:00:00:07;
680190200;SMP;1;49.4877;38.9185;5.5301;49.7585;40.2336;5.8864;549.1770;339.4178;549.1770;339.4178;549.1770;339.4178;33.4675;2.5369;-26.3106;-31.3608;3.9745;-27.9461;0.0780;-0.0642;0.9949;0.0362;-0.0425;0.9984;00:00:00:08;
680198503;SMP;1;49.3267;39.1399;5.5006;49.5641;40.4305;5.8593;550.6582;341.3731;550.6582;341.3731;550.6582;341.3731;33.4693;2.5309;-26.3074;-31.3631;3.9705;-27.9419;0.0770;-0.0662;0.9948;0.0346;-0.0439;0.9984;00:00:00:08;
680206744;SMP;1;49.5323;39.1501;5.5315;49.6138;40.4452;5.8574;552.6566;344.3729;552.6566;344.3729;552.6566;344.3729;33.4706;2.5237;-26.3033;-31.3658;3.9659;-27.9373;0.0754;-0.0683;0.9948;0.0329;-0.0469;0.9984;00:00:00:08;
680215058;SMP;1;49.6012;39.4668;5.5291;49.8197;40.7452;5.8822;555.1464;347.1360;555.1464;347.1360;555.1464;347.1360;33.4719;2.5168;-26.2995;-31.3687;3.9610;-27.9326;0.0720;-0.0710;0.9949;0.0321;-0.0489;0.9983;00:00:00:08;
680223286;SMP;1;49.6538;39.4472;5.5452;49.8160;40.7464;5.8681;560.3636;351.6541;560.3636;351.6541;560.3636;351.6541;33.4734;2.5112;-26.2964;-31.3715;3.9557;-27.9274;0.0693;-0.0738;0.9949;0.0259;-0.0539;0.9982;00:00:00:09;
680239874;SMP;1;49.8157;39.6538;5.5491;50.0804;41.0386;5.9096;542.2413;354.3290;542.2413;354.3290;542.2413;354.3290;33.4751;2.5058;-26.2935;-31.3757;3.9452;-27.9173;0.0858;-0.0804;0.9931;0.0406;-0.0515;0.9978;00:00:00:09;
680248176;SMP;1;50.1237;39.0828;5.6357;50.3680;40.6458;5.9379;498.1515;351.8585;498.1515;351.8585;498.1515;351.8585;33.4762;2.5039;-26.2927;-31.3769;3.9391;-27.9126;0.1213;-0.0813;0.9893;0.0803;-0.0456;0.9957;00:00:00:09;
680264711;SMP;1;49.7543;38.0184;5.6403;50.1245;40.2461;5.9188;400.5007;354.3170;400.5007;354.3170;400.5007;354.3170;33.4779;2.5038;-26.2937;-31.3763;3.9282;-27.9043;0.1985;-0.0854;0.9764;0.1663;-0.0432;0.9851;00:00:00:09;
680272995;SMP;1;49.7995;37.8486;5.6237;50.2894;40.2800;5.9634;369.3524;358.3453;369.3524;358.3453;369.3524;358.3453;33.4808;2.5034;-26.2955;-31.3754;3.9261;-27.9021;0.2208;-0.0874;0.9714;0.1950;-0.0469;0.9797;00:00:00:09;
680281273;SMP;1;50.1847;37.8784;5.6492;50.7874;40.1567;6.0013;373.7978;359.6338;373.7978;359.6338;373.7978;359.6338;33.4856;2.5029;-26.2983;-31.3740;3.9235;-27.8994;0.2198;-0.0867;0.9717;0.1888;-0.0499;0.9807;00:00:00:09;
680289521;SMP;1;49.9135;38.2537;5.6469;50.2127;40.4935;5.9422;381.9092;361.5483;381.9092;361.5483;381.9092;361.5483;33.4913;2.5027;-26.3017;-31.3725;3.9215;-27.8970;0.2158;-0.0886;0.9724;0.1797;-0.0515;0.9824;00:00:00:10;
680297770;SMP;1;49.8717;38.3633;5.6553;50.0705;40.6059;5.9204;385.2927;362.4741;385.2927;362.4741;385.2927;362.4741;33.4968;2.5029;-26.3051;-31.3710;3.9196;-27.8945;0.2123;-0.0891;0.9731;0.1778;-0.0527;0.9827;00:00:00:10;
680306053;SMP;1;49.8964;38.3710;5.6649;50.0211;40.6743;5.8757;388.9550;363.8380;388.9550;363.8380;388.9550;363.8380;33.5024;2.5036;-26.3082;-31.3686;3.9141;-27.8893;0.2101;-0.0897;0.9736;0.1741;-0.0545;0.9832;00:00:00:10;
680314391;SMP;1;49.9789;38.5939;5.6663;50.1124;40.7701;5.8839;392.6304;364.8236;392.6304;364.8236;392.6304;364.8236;33.5078;2.5045;-26.3109;-31.3665;3.9047;-27.8818;0.2076;-0.0916;0.9739;0.1706;-0.0543;0.9838;00:00:00:11;
680322651;SMP;1;50.0644;38.6781;5.6644;50.2963;40.8074;5.8964;396.9559;366.1435;396.9559;366.1435;396.9559;366.1435;33.5131;2.5055;-26.3133;-31.3652;3.8947;-27.8744;0.2060;-0.0921;0.9742;0.1652;-0.0562;0.9847;00:00:00:11;
680330898;SMP;1;49.9267;38.9548;5.6369;50.1827;41.0825;5.8587;402.7153;366.9641;402.7153;366.9641;402.7153;366.9641;33.5182;2.5060;-26.3154;-31.3643;3.8814;-27.8653;0.2019;-0.0932;0.9750;0.1598;-0.0567;0.9855;00:00:00:11;
680339165;SMP;1;50.1163;39.0484;5.6644;50.3050;41.1771;5.9156;405.8754;367.9758;405.8754;367.9758;405.8754;367.9758;33.5231;2.5062;-26.3172;-31.3637;3.8753;-27.8606;0.1993;-0.0933;0.9755;0.1573;-0.0584;0.9858;00:00:00:11;
680347568;SMP;1;49.9524;39.2390;5.6444;50.1477;41.3385;5.8823;407.0646;367.7769;407.0646;367.7769;407.0646;367.7769;33.5280;2.5062;-26.3189;-31.3636;3.8688;-27.8554;0.1974;-0.0935;0.9759;0.1573;-0.0579;0.9859;00:00:00:11;
680355739;SMP;1;50.0032;39.2395;5.6332;50.2505;41.2914;5.8403;414.2549;369.5508;414.2549;369.5508;414.2549;369.5508;33.5328;2.5058;-26.3203;-31.3642;3.8543;-27.8451;0.1930;-0.0947;0.9766;0.1499;-0.0599;0.9869;00:00:00:11;
680364112;SMP;1;50.0931;39.4265;5.6691;50.2525;41.4996;5.8389;415.1522;369.8502;415.1522;369.8502;415.1522;369.8502;33.5378;2.5056;-26.3219;-31.3654;3.8399;-27.8353;0.1925;-0.0954;0.9767;0.1489;-0.0597;0.9870;00:00:00:12;
680372269;SMP;1;50.3212;39.3891;5.6777;50.4520;41.4042;5.9159;419.3416;370.0424;419.3416;370.0424;419.3416;370.0424;33.5424;2.5052;-26.3230;-31.3656;3.8333;-27.8302;0.1898;-0.0954;0.9772;0.1446;-0.0602;0.9877;00:00:00:12;
680380548;SMP;1;50.2472;39.4463;5.6579;50.5463;41.4395;5.8676;423.6057;371.4678;423.6057;371.4678;423.6057;371.4678;33.5473;2.5048;-26.3242;-31.3667;3.8201;-27.8208;0.1857;-0.0969;0.9778;0.1418;-0.0612;0.9880;00:00:00:12;
680388834;SMP;1;50.3103;39.6463;5.7215;50.4282;41.5811;5.9009;425.8356;372.1667;425.8356;372.1667;425.8356;372.1667;33.5548;2.5061;-26.3269;-31.3671;3.8116;-27.8146;0.1842;-0.0985;0.9780;0.1397;-0.0609;0.9883;00:00:00:12;
680397077;SMP;1;50.3501;39.8365;5.7189;50.4838;41.7810;5.9045;428.1628;372.3981;428.1628;372.3981;428.1628;372.3981;33.5635;2.5090;-26.3308;-31.3675;3.8040;-27.8089;0.1818;-0.0990;0.9783;0.1382;-0.0609;0.9885;00:00:00:13;
680405401;SMP;1;50.3006;39.7853;5.6992;50.5685;41.6370;5.9240;431.5483;373.5961;431.5483;373.5961;431.5483;373.5961;33.5714;2.5126;-26.3347;-31.3680;3.7975;-27.8037;0.1792;-0.1002;0.9787;0.1352;-0.0617;0.9889;00:00:00:13;
680413637;SMP;1;50.4308;39.9351;5.7127;50.6307;41.7758;5.9183;435.9887;375.0185;435.9887;375.0185;435.9887;375.0185;33.5782;2.5160;-26.3379;-31.3686;3.7899;-27.7977;0.1757;-0.1014;0.9792;0.1313;-0.0631;0.9893;00:00:00:13;
680421927;SMP;1;50.3848;40.1007;5.7203;50.4961;42.0102;5.8907;436.8117;375.3877;436.8117;375.3877;436.8117;375.3877;33.5846;2.5192;-26.3409;-31.3695;3.7804;-27.7904;0.1752;-0.1010;0.9793;0.1305;-0.0642;0.9894;00:00:00:13;
680430211;SMP;1;50.4336;40.1987;5.7134;50.6083;42.0798;5.9004;438.6659;376.6298;438.6659;376.6298;438.6659;376.6298;33.5907;2.5222;-26.3436;-31.3708;3.7705;-27.7829;0.1736;-0.1021;0.9795;0.1291;-0.0653;0.9895;00:00:00:13;
680438529;SMP;1;50.4525;40.3014;5.7054;50.6567;42.1591;5.9170;440.9823;377.3110;440.9823;377.3110;440.9823;377.3110;33.5966;2.5250;-26.3459;-31.3721;3.7625;-27.7767;0.1704;-0.1035;0.9799;0.1285;-0.0651;0.9896;00:00:00:13;
680446783;SMP;1;50.4763;40.3480;5.7028;50.6799;42.3811;5.9123;442.7083;378.1622;442.7083;378.1622;442.7083;378.1622;33.6021;2.5274;-26.3477;-31.3738;3.7542;-27.7703;0.1688;-0.1045;0.9801;0.1272;-0.0656;0.9897;00:00:00:13;
680455045;SMP;1;50.5834;40.3112;5.6983;50.7811;42.2423;5.9234;446.2816;378.6360;446.2816;378.6360;446.2816;378.6360;33.6068;2.5290;-26.3486;-31.3752;3.7457;-27.7637;0.1676;-0.1051;0.9802;0.1224;-0.0659;0.9903;00:00:00:13;
680463311;SMP;1;50.5362;40.5957;5.6874;50.7371;42.4865;5.8815;445.9521;379.7813;445.9521;379.7813;445.9521;379.7813;33.6111;2.5303;-26.3489;-31.3777;3.7329;-27.7546;0.1666;-0.1063;0.9803;0.1240;-0.0666;0.9900;00:00:00:14;
680471617;SMP;1;50.5891;40.6595;5.6825;50.8360;42.4128;5.9217;448.1984;381.1575;448.1984;381.1575;448.1984;381.1575;33.6153;2.5311;-26.3488;-31.3795;3.7241;-27.7478;0.1648;-0.1074;0.9805;0.1221;-0.0679;0.9902;00:00:00:14;
680479890;SMP;1;50.6452;40.7440;5.6983;50.8246;42.5707;5.9237;448.9371;381.4783;448.9371;381.4783;448.9371;381.4783;33.6194;2.5319;-26.3484;-31.3812;3.7165;-27.7417;0.1639;-0.1080;0.9805;0.1217;-0.0679;0.9902;00:00:00:14;
680488149;SMP;1;50.7477;40.8242;5.7143;50.8733;42.6554;5.9307;450.7713;381.8558;450.7713;381.8558;450.7713;381.8558;33.6234;2.5326;-26.3478;-31.3829;3.7091;-27.7356;0.1627;-0.1082;0.9807;0.1199;-0.0684;0.9904;00:00:00:14;
680496429;SMP;1;50.7681;40.9084;5.7084;50.9321;42.6303;5.9332;452.8024;383.0850;452.8024;383.0850;452.8024;383.0850;33.6273;2.5331;-26.3470;-31.3847;3.7015;-27.7292;0.1599;-0.1097;0.9810;0.1193;-0.0690;0.9905;00:00:00:15;
680504690;SMP;1;50.7827;40.9539;5.7061;50.9581;42.7774;5.9387;453.9003;383.8165;453.9003;383.8165;453.9003;383.8165;33.6311;2.5336;-26.3462;-31.3866;3.6942;-27.7230;0.1592;-0.1109;0.9810;0.1183;-0.0691;0.9906;00:00:00:15;
680512963;SMP;1;50.9099;41.1302;5.7312;51.0185;42.9311;5.9392;455.8346;385.3364;455.8346;385.3364;455.8346;385.3364;33.6348;2.5341;-26.3452;-31.3883;3.6866;-27.7166;0.1585;-0.1118;0.9810;0.1157;-0.0708;0.9908;00:00:00:15;
680521268;SMP;1;50.8491;41.2708;5.7105;51.0484;43.0641;5.9491;455.7543;385.4546;455.7543;385.4546;455.7543;385.4546;33.6384;2.5346;-26.3442;-31.3902;3.6797;-27.7106;0.1581;-0.1123;0.9810;0.1163;-0.0706;0.9907;00:00:00:15;
680529547;SMP;1;50.9219;41.2380;5.7243;51.0272;43.1362;5.9556;456.8760;385.9357;456.8760;385.9357;456.8760;385.9357;33.6417;2.5348;-26.3431;-31.3918;3.6744;-27.7057;0.1577;-0.1124;0.9811;0.1148;-0.0713;0.9908;00:00:00:15;
680537834;SMP;1;51.0070;41.3031;5.7264;51.1413;43.2535;5.9602;457.4620;386.6428;457.4620;386.6428;457.4620;386.6428;33.6448;2.5348;-26.3419;-31.3936;3.6689;-27.7004;0.1571;-0.1130;0.9811;0.1144;-0.0719;0.9908;00:00:00:15;
680546066;SMP;1;51.0047;41.4068;5.7013;51.2536;43.2657;5.9922;458.1605;387.4966;458.1605;387.4966;458.1605;387.4966;33.6481;2.5342;-26.3403;-31.3952;3.6652;-27.6962;0.1562;-0.1139;0.9811;0.1142;-0.0725;0.9908;00:00:00:16;
680554337;SMP;1;51.0107;41.6106;5.7171;51.1391;43.3571;5.9553;459.1506;388.6317;459.1506;388.6317;459.1506;388.6317;33.6512;2.5332;-26.3384;-31.3971;3.6600;-27.6909;0.1560;-0.1144;0.9811;0.1128;-0.0739;0.9909;00:00:00:16;
680562636;SMP;1;51.2489;41.3970;5.7499;51.3363;43.3691;6.0001;461.8788;389.9155;461.8788;389.9155;461.8788;389.9155;33.6542;2.5319;-26.3363;-31.3986;3.6563;-27.6867;0.1519;-0.1164;0.9815;0.1123;-0.0742;0.9909;00:00:00:16;
680570894;SMP;1;51.1237;41.6835;5.7491;51.0716;43.5028;5.9702;462.1136;390.3360;462.1136;390.3360;462.1136;390.3360;33.6571;2.5306;-26.3342;-31.4002;3.6533;-27.6830;0.1515;-0.1171;0.9815;0.1123;-0.0742;0.9909;00:00:00:16;
680579173;SMP;1;51.2353;41.5518;5.7416;51.3588;43.3959;5.9922;464.2488;391.6193;464.2488;391.6193;464.2488;391.6193;33.6599;2.5291;-26.3320;-31.4018;3.6498;-27.6788;0.1502;-0.1181;0.9816;0.1101;-0.0755;0.9911;00:00:00:17;
680587531;SMP;1;51.1887;41.7892;5.7285;51.3704;43.5875;5.9960;463.4473;391.4716;463.4473;391.4716;463.4473;391.4716;33.6625;2.5277;-26.3299;-31.4036;3.6459;-27.6746;0.1507;-0.1179;0.9815;0.1110;-0.0754;0.9910;00:00:00:17;
680595745;SMP;1;51.2370;41.7711;5.7431;51.3310;43.5561;5.9933;464.1208;391.8266;464.1208;391.8266;464.1208;391.8266;33.6647;2.5262;-26.3278;-31.4053;3.6420;-27.6704;0.1508;-0.1183;0.9815;0.1097;-0.0757;0.9911;00:00:00:17;
680603984;SMP;1;51.3170;41.8700;5.7569;51.3446;43.8080;5.9924;464.9959;392.6205;464.9959;392.6205;464.9959;392.6205;33.6670;2.5246;-26.3256;-31.4070;3.6382;-27.6663;0.1495;-0.1195;0.9815;0.1096;-0.0759;0.9911;00:00:00:17;
680612280;SMP;1;51.3546;41.8714;5.7455;51.4230;43.5686;6.0079;465.8765;392.9477;465.8765;392.9477;465.8765;392.9477;33.6693;2.5225;-26.3229;-31.4087;3.6352;-27.6627;0.1489;-0.1195;0.9816;0.1087;-0.0764;0.9911;00:00:00:17;
680620635;SMP;1;51.4784;41.8096;5.7908;51.5601;43.7155;6.0519;480.2258;384.7259;480.2258;384.7259;480.2258;384.7259;33.6708;2.5216;-26.3213;-31.4099;3.6342;-27.6607;0.1370;-0.1118;0.9842;0.0961;-0.0706;0.9929;00:00:00:18;
680628865;SMP;1;51.2885;40.9049;5.7322;51.4938;42.4010;6.0531;509.4384;364.8352;509.4384;364.8352;509.4384;364.8352;33.6721;2.5196;-26.3192;-31.4107;3.6336;-27.6593;0.1093;-0.0939;0.9896;0.0736;-0.0553;0.9958;00:00:00:18;
680637134;SMP;1;51.4586;40.4716;5.7490;51.5862;41.9745;6.0879;536.6762;350.9215;536.6762;350.9215;536.6762;350.9215;33.6726;2.5153;-26.3162;-31.4110;3.6341;-27.6589;0.0808;-0.0810;0.9934;0.0551;-0.0451;0.9975;00:00:00:18;
680645387;SMP;1;51.3684;40.1438;5.7307;51.5727;41.5030;6.0972;552.9872;344.0706;552.9872;344.0706;552.9872;344.0706;33.6714;2.5080;-26.3121;-31.4110;3.6354;-27.6590;0.0639;-0.0743;0.9952;0.0439;-0.0404;0.9982;00:00:00:18;
680653652;SMP;1;51.4563;40.3348;5.7332;51.7188;41.5811;6.1222;553.6608;344.6947;553.6608;344.6947;553.6608;344.6947;33.6691;2.5002;-26.3082;-31.4109;3.6378;-27.6595;0.0638;-0.0752;0.9951;0.0429;-0.0406;0.9983;00:00:00:19;
680661932;SMP;1;51.6247;40.4699;5.7687;51.6903;41.8633;6.1051;552.4936;345.9336;552.4936;345.9336;552.4936;345.9336;33.6665;2.4929;-26.3047;-31.4114;3.6405;-27.6593;0.0656;-0.0769;0.9949;0.0430;-0.0409;0.9982;00:00:00:19;
680670251;SMP;1;51.4159;40.6160;5.7453;51.4649;41.9520;6.0739;551.4273;347.0037;551.4273;347.0037;551.4273;347.0037;33.6642;2.4863;-26.3013;-31.4120;3.6435;-27.6588;0.0676;-0.0781;0.9947;0.0429;-0.0416;0.9982;00:00:00:19;
680678483;SMP;1;51.5767;40.6344;5.7637;51.6859;41.8718;6.0927;550.9295;347.1000;550.9295;347.1000;550.9295;347.1000;33.6622;2.4804;-26.2983;-31.4129;3.6461;-27.6580;0.0687;-0.0780;0.9946;0.0426;-0.0418;0.9982;00:00:00:19;
680686787;SMP;1;51.6841;40.6526;5.7819;51.7311;42.0152;6.0950;551.9444;347.6152;551.9444;347.6152;551.9444;347.6152;33.6606;2.4750;-26.2956;-31.4139;3.6485;-27.6571;0.0679;-0.0778;0.9946;0.0417;-0.0429;0.9982;00:00:00:19;
680695044;SMP;1;51.6567;40.9578;5.7760;51.7287;42.2970;6.0980;552.1699;347.8510;552.1699;347.8510;552.1699;347.8510;33.6592;2.4697;-26.2928;-31.4149;3.6507;-27.6564;0.0685;-0.0778;0.9946;0.0408;-0.0433;0.9982;00:00:00:19;
680703332;SMP;1;51.6170;40.8809;5.7766;51.6117;42.1168;6.0800;552.6281;348.4470;552.6281;348.4470;552.6281;348.4470;33.6580;2.4643;-26.2899;-31.4159;3.6528;-27.6556;0.0685;-0.0780;0.9946;0.0400;-0.0441;0.9982;00:00:00:20;
680711619;SMP;1;51.8117;40.8396;5.7886;51.8512;42.2408;6.1134;553.8579;349.3284;553.8579;349.3284;553.8579;349.3284;33.6568;2.4586;-26.2868;-31.4170;3.6548;-27.6548;0.0685;-0.0782;0.9946;0.0379;-0.0454;0.9982;00:00:00:20;
680719871;SMP;1;51.8332;41.0018;5.7767;51.9390;42.2329;6.1133;553.5783;349.5065;553.5783;349.5065;553.5783;349.5065;33.6557;2.4520;-26.2832;-31.4182;3.6564;-27.6540;0.0687;-0.0783;0.9946;0.0382;-0.0456;0.9982;00:00:00:20;
680728170;SMP;1;51.8056;41.0958;5.7713;51.9192;42.4200;6.1121;553.3002;349.9030;553.3002;349.9030;553.3002;349.9030;33.6547;2.4453;-26.2793;-31.4195;3.6581;-27.6530;0.0687;-0.0784;0.9945;0.0386;-0.0462;0.9982;00:00:00:20;
680736439;SMP;1;51.7320;41.2824;5.7560;51.9418;42.5146;6.1088;553.3871;350.5172;553.3871;350.5172;553.3871;350.5172;33.6538;2.4391;-26.2758;-31.4209;3.6594;-27.6520;0.0690;-0.0786;0.9945;0.0382;-0.0471;0.9982;00:00:00:21;
680744792;SMP;1;51.9456;41.1920;5.7918;52.0329;42.4832;6.1177;553.3940;351.5927;553.3940;351.5927;553.3940;351.5927;33.6528;2.4334;-26.2724;-31.4222;3.6605;-27.6508;0.0698;-0.0794;0.9944;0.0374;-0.0480;0.9981;00:00:00:21;
